Date,Open,High,Low,Close,Volume
"Tuesday, September 4, 2018",60.213501,60.649502,59.625,59.849998,36620000
"Wednesday, September 5, 2018",59.689999,59.9505,58.099998,59.324001,41226000
"Thursday, September 6, 2018",59.314999,59.314999,57.599998,58.571999,37770000
"Friday, September 7, 2018",57.933498,58.763,57.860748,58.241501,28026000
"Monday, September 10, 2018",58.609501,58.727001,58.005501,58.231998,22308000
"Tuesday, September 11, 2018",58.081501,58.933998,57.812,58.868,24186000
"Wednesday, September 12, 2018",58.636002,58.9305,57.917999,58.140999,25910000
"Thursday, September 13, 2018",58.536999,58.9305,58.142502,58.766499,28624000
"Friday, September 14, 2018",58.955002,59.021252,58.4165,58.626499,18880000
"Monday, September 17, 2018",58.507,58.862,,57.802502,
"Tuesday, September 18, 2018",57.8545,58.804001,57.8545,58.061001,24072000
"Wednesday, September 19, 2018",58.249001,58.6605,57.729,58.554501,23828000
"Thursday, September 20, 2018",58.9995,59.494499,58.667999,59.343498,24508000
"Friday, September 21, 2018",59.599998,59.6105,58.301998,58.304501,88112000
"Monday, September 24, 2018",57.858501,58.900002,57.345501,58.668499,25420000
"Tuesday, September 25, 2018",58.807499,59.344002,58.400002,59.232498,19554000
"Wednesday, September 26, 2018",59.2575,59.711498,58.738251,59.024502,29246000
"Thursday, September 27, 2018",59.336498,60.105,59.181499,59.731998,25216000
"Friday, September 28, 2018",59.593498,59.7705,59.224998,59.6735,27612000
"Monday, October 1, 2018",59.994499,60.494999,59.514999,59.765499,27152000
"Tuesday, October 2, 2018",59.548,60.498001,59.331501,60.005501,33758000
"Wednesday, October 3, 2018",60.25,60.320499,59.691502,60.147499,25124000
"Thursday, October 4, 2018",59.766499,59.8755,57.778801,58.4095,44190000
"Friday, October 5, 2018",58.375,58.674999,57.256001,57.8675,23686000
"Monday, October 8, 2018",57.505501,58.400002,56.368198,57.448502,38648000
"Tuesday, October 9, 2018",57.307499,57.717499,56.878601,56.941002,26174000
"Wednesday, October 10, 2018",56.554001,56.608501,54.056499,54.061001,53514000
"Thursday, October 11, 2018",53.646999,55.32,53.413502,53.966,58980000
"Friday, October 12, 2018",55.400002,55.75,54.320099,55.504002,42026000
"Monday, October 15, 2018",55.445499,55.672298,54.450001,54.612499,27448000
"Tuesday, October 16, 2018",55.2295,56.210999,55.125,56.063999,38570000
"Wednesday, October 17, 2018",56.323002,56.449501,55.109501,55.7845,29344000
"Thursday, October 18, 2018",56.091999,56.091999,53.8545,54.398499,41890000
"Friday, October 19, 2018",54.668499,55.518002,54.387501,54.823002,25352000
"Monday, October 22, 2018",55.153,55.6115,54.549999,55.057999,30284000
"Tuesday, October 23, 2018",54.044498,55.394501,53.5,55.184502,36974000
"Wednesday, October 24, 2018",55.212502,55.306,52.437,52.5355,39648000
"Thursday, October 25, 2018",53.5895,55.549,53.477501,54.7785,50916000
"Friday, October 26, 2018",51.851501,55.3265,51.704498,53.573502,83752000
"Monday, October 29, 2018",54.123501,54.852001,49.7915,51.004002,77614000
"Tuesday, October 30, 2018",50.423,51.8745,50.037498,51.810501,64254000
"Wednesday, October 31, 2018",52.990501,54.597,52.849998,53.838501,50596000
"Thursday, November 1, 2018",53.790001,54.19875,53.123001,53.5,29640000
"Friday, November 2, 2018",53.686501,54.14875,52.730499,52.8895,36780000
"Monday, November 5, 2018",52.75,52.9235,51.062,52.004501,48828000
"Tuesday, November 6, 2018",51.973999,53.217251,51.9035,52.790501,24666000
"Wednesday, November 7, 2018",53.450001,54.772999,53.294998,54.669498,41168000
"Thursday, November 8, 2018",54.569,54.663502,53.610249,54.119999,29764000
"Friday, November 9, 2018",53.699501,53.778,52.655499,53.307499,26864000
"Monday, November 12, 2018",53.0695,53.105999,51.549999,51.931499,29436000
"Tuesday, November 13, 2018",52.164501,52.83025,51.557499,51.802502,30274000
"Wednesday, November 14, 2018",52.5,52.728199,51.549999,52.182999,31318000
"Thursday, November 15, 2018",52.2355,53.592499,51.589001,53.2355,36722000
"Friday, November 16, 2018",52.970501,53.349998,52.449001,53.074501,33162000
"Monday, November 19, 2018",52.860001,53.039501,50.813,51,37172000
"Tuesday, November 20, 2018",50,51.587002,49.800999,51.287998,48982000
"Wednesday, November 21, 2018",51.838001,52.428001,51.6735,51.880501,30686000
"Friday, November 23, 2018",51.5,51.879501,51.119949,51.194,13830000
"Monday, November 26, 2018",51.9175,52.4655,51.695499,52.431,38856000
"Tuesday, November 27, 2018",52.049999,52.879002,51.9245,52.220501,36064000
"Wednesday, November 28, 2018",52.438,54.341999,51.787998,54.311501,49508000
"Thursday, November 29, 2018",53.804001,54.71225,53.799999,54.415001,29378000
"Friday, November 30, 2018",54.453499,54.7785,53.894001,54.7215,51604000
"Monday, December 3, 2018",56.157001,56.232498,55.18325,55.321499,39824000
"Tuesday, December 4, 2018",55.155998,55.221001,52.499001,52.541,46904000
"Thursday, December 6, 2018",51.713001,53.560001,51.538502,53.436501,55384000
"Friday, December 7, 2018",53.0005,53.763,51.424999,51.828999,42024000
"Monday, December 10, 2018",51.752499,52.422501,51.164501,51.977501,36154000
"Tuesday, December 11, 2018",52.824501,53.029999,51.992001,52.587502,27894000
"Wednesday, December 12, 2018",53.400002,54.0825,53.1395,53.183998,30476000
"Thursday, December 13, 2018",53.4035,53.987999,52.696499,53.095001,26596000
"Friday, December 14, 2018",52.499001,53.130001,52.039501,52.105,33732000
"Monday, December 17, 2018",51.8755,52.657501,50.395,50.8265,47708000
"Tuesday, December 18, 2018",51.304501,52.473999,51.071999,51.435501,43850000
"Wednesday, December 19, 2018",51.699501,53.099998,50.4025,51.150501,49586000
"Thursday, December 20, 2018",50.906502,51.710999,49.818001,50.470501,53470000
"Friday, December 21, 2018",50.764999,51.201,48.684502,48.977001,91920000
"Monday, December 24, 2018",48.695,50.176998,48.505501,48.811001,31806000
"Wednesday, December 26, 2018",49.4505,52,49.150002,51.973,47466000
"Thursday, December 27, 2018",50.857498,52.1945,49.849998,52.194,42196000
"Friday, December 28, 2018",52.480999,52.778,51.654999,51.854,28296000
"Monday, December 31, 2018",52.548,52.634998,51.179501,51.780499,29866000
"Wednesday, January 2, 2019",50.828499,52.616001,50.7855,52.2925,30652000
"Thursday, January 3, 2019",52.049999,52.848999,50.703499,50.803001,36822000
"Friday, January 4, 2019",51.629501,53.542,51.370899,53.5355,41878000
"Monday, January 7, 2019",53.575001,53.700001,52.737999,53.419498,39638000
"Tuesday, January 8, 2019",53.8055,54.228001,53.026501,53.813999,35298000
"Wednesday, January 9, 2019",54.0825,54.1315,53.32,53.733002,23986000
"Thursday, January 10, 2019",53.382999,53.557499,52.885502,53.516499,29128000
"Friday, January 11, 2019",53.159,53.188751,52.424,52.859501,30416000
"Monday, January 14, 2019",52.346001,52.5765,52.062752,52.234501,22886000
"Tuesday, January 15, 2019",52.508499,54.002499,52.367001,53.857498,29272000
"Wednesday, January 16, 2019",54,54.618752,53.966999,54.0485,26636000
"Thursday, January 17, 2019",53.973499,54.59,53.674999,54.494999,24854000
"Friday, January 18, 2019",55,55.417599,54.544998,54.912998,39112000
"Tuesday, January 22, 2019",54.400002,54.5755,53.1735,53.526001,32270000
"Wednesday, January 23, 2019",53.8675,54.246498,52.987499,53.7785,19340000
"Thursday, January 24, 2019",53.824001,53.973751,53.035,53.695,27226000
"Friday, January 25, 2019",54.25,54.700001,54.091,54.5495,22382000
"Monday, January 28, 2019",54.005501,54.150002,53.189999,53.504002,25686000
"Tuesday, January 29, 2019",53.633999,53.7575,52.793251,53.030998,20436000
"Wednesday, January 30, 2019",53.421501,54.549999,53.342499,54.452999,25596000
"Thursday, January 31, 2019",55.150002,55.866501,54.7705,55.818501,30766000
"Friday, February 1, 2019",55.619999,56.25,55.244499,55.537498,29244000
"Monday, February 4, 2019",55.632999,56.639999,55.451,56.639999,51530000
"Tuesday, February 5, 2019",56.242001,57.342499,55.8624,57.2995,71044000
"Wednesday, February 6, 2019",56.9785,57.349998,55.6385,55.761501,42112000
"Thursday, February 7, 2019",55.208,55.242001,54.299999,54.935501,40896000
"Friday, February 8, 2019",54.349998,54.945499,54.327499,54.752998,21516000
"Monday, February 11, 2019",54.8475,55.297249,54.643002,54.7505,21304000
"Tuesday, February 12, 2019",55.34,56.264751,55.2925,56.068501,32182000
"Wednesday, February 13, 2019",56.2495,56.7365,55.924999,56.007999,20996000
"Thursday, February 14, 2019",55.9025,56.411499,55.522251,56.0835,18952000
"Friday, February 15, 2019",56.504002,56.5835,55.532501,55.682499,28996000
"Tuesday, February 19, 2019",55.5,56.094501,55.5,55.928001,20928000
"Wednesday, February 20, 2019",55.9995,56.170502,55.264,55.689999,21756000
"Thursday, February 21, 2019",55.542,55.597,54.625999,54.848499,28302000
"Friday, February 22, 2019",55.044998,55.562,54.779999,55.518501,20990000
"Monday, February 25, 2019",55.799999,55.926998,55.363499,55.470001,28262000
"Tuesday, February 26, 2019",55.287498,55.975498,54.995998,55.7565,29426000
"Wednesday, February 27, 2019",55.3475,55.898998,55.049999,55.802502,19368000
"Thursday, February 28, 2019",55.564999,56.3825,55.550499,55.995998,30850000
"Friday, March 1, 2019",56.244999,57.148499,56.237499,57.0495,29006000
"Monday, March 4, 2019",57.349499,57.914001,56.5345,57.389999,28920000
"Tuesday, March 5, 2019",57.502998,58.480499,57.30975,58.101501,28864000
"Wednesday, March 6, 2019",58.1245,58.3783,57.774502,57.893002,21986000
"Thursday, March 7, 2019",57.785999,57.837749,56.745499,57.165001,23332000
"Friday, March 8, 2019",56.336498,57.354,56.165001,57.116001,24248000
"Monday, March 11, 2019",57.2225,58.809502,57.2225,58.787998,34384000
"Tuesday, March 12, 2019",58.912998,60,58.912998,59.66,40262000
"Wednesday, March 13, 2019",60.032249,60.046501,59.597,59.666,28718000
"Thursday, March 14, 2019",59.725498,59.894001,59.223999,"Thursday, March 14, 2019",23456000
"Friday, March 15, 2019",59.668999,59.828499,59.130501,59.223,49236000
"Monday, March 18, 2019",59.165001,59.5,58.871052,59.213001,25852000
"Tuesday, March 19, 2019",59.440498,60,59.293499,59.942501,30414000
"Wednesday, March 20, 2019",59.8675,61.356998,59.808498,61.198502,44548000
"Thursday, March 21, 2019",60.799999,61.5895,60.657501,61.577,24080000
"Friday, March 22, 2019",61.316002,61.5,60.141251,60.275002,34284000
"Monday, March 25, 2019",59.8465,60.319901,59.352001,59.650002,29936000
"Tuesday, March 26, 2019",59.926498,60.141499,58.835999,59.230999,38024000
"Wednesday, March 27, 2019",59.275002,59.377949,57.968498,58.651001,28004000
"Thursday, March 28, 2019",58.577,58.578251,57.97155,58.4245,
"Friday, March 29, 2019",58.744999,58.949501,58.144001,58.665501,25398000
"Monday, April 1, 2019",59.205002,59.833,59.099998,59.7215,25050000
"Tuesday, April 2, 2019",59.765999,60.067501,59.2855,60.024502,16558000
"Wednesday, April 3, 2019",60.374001,60.814999,60.025002,60.296001,20286000
"Thursday, April 4, 2019",60.297001,60.783501,60.206501,60.75,19000000
"Friday, April 5, 2019",60.7495,60.811001,60.251499,60.357498,18144000
"Monday, April 8, 2019",60.394501,60.434502,59.993,60.192001,17204000
"Tuesday, April 9, 2019",59.799999,60.114498,59.653999,59.862499,17528000
"Wednesday, April 10, 2019",60.034,60.189251,59.821751,60.108002,14492000
"Thursday, April 11, 2019",60.198002,60.397999,60.0065,60.230999,14204000
"Friday, April 12, 2019",60.5,60.9175,60.405499,60.893501,18668000
"Monday, April 15, 2019",60.900002,61.209999,60.455502,61.055,23748000
"Tuesday, April 16, 2019",61.25,61.541,61.006001,61.356499,17126000
"Wednesday, April 17, 2019",61.650002,62.028,61.390999,61.817001,24438000
"Thursday, April 18, 2019",61.959,62.099998,61.730499,61.818501,26636000
"Monday, April 22, 2019",61.7995,62.454498,61.415501,62.442001,16146000
"Tuesday, April 23, 2019",62.5345,63.450001,62.319,63.227501,26398000
"Wednesday, April 24, 2019",63.206001,63.400501,62.75,62.799999,20376000
"Thursday, April 25, 2019",63.238499,63.370399,62.601501,63.172501,22146000
"Friday, April 26, 2019",63.450001,63.6535,63.015999,63.609001,24828000
"Monday, April 29, 2019",63.700001,64.463501,63.314751,64.378998,49988000
"Tuesday, April 30, 2019",59.25,59.640499,58.75,59.424,124140000
"Wednesday, May 1, 2019",59.4025,59.4025,58.359001,58.403999,52784000
"Thursday, May 2, 2019",58.388,58.709499,57.750099,58.130501,38896000
"Friday, May 3, 2019",58.682499,59.34,58.450001,59.27,39614000
"Monday, May 6, 2019",58.313,59.5425,58.313,59.469501,31278000
"Tuesday, May 7, 2019",59.023499,59.521999,58.051998,58.705002,31028000
"Wednesday, May 8, 2019",58.600498,59.021198,58.286999,58.313499,26186000
"Thursday, May 9, 2019",57.9515,58.483002,57.5425,58.118999,23714000
"Friday, May 10, 2019",58.179501,58.630001,57.125,58.213501,26290000
"Monday, May 13, 2019",57.098,57.396999,56.105499,56.601501,37212000
"Tuesday, May 14, 2019",56.8605,57.021,55.977501,56.021999,36732000
"Wednesday, May 15, 2019",55.893501,58.566502,55.833302,58.210499,45786000
"Thursday, May 16, 2019",58.225498,59.408001,58.141998,58.949001,30628000
"Friday, May 17, 2019",58.4235,59.0075,58.0005,58.115002,24172000
"Monday, May 20, 2019",57.224998,57.339851,56.572151,56.942501,27066000
"Tuesday, May 21, 2019",57.4245,57.635399,56.896999,57.481499,23196000
"Wednesday, May 22, 2019",57.337502,57.925999,57.294498,57.570999,18290000
"Thursday, May 23, 2019",57.025002,57.298649,56.461201,57.038502,23978000
"Friday, May 24, 2019",57.368,57.488251,56.583,56.6735,22240000
"Tuesday, May 28, 2019",56.700001,,56.655998,56.7075,27300000
"Wednesday, May 29, 2019",56.375999,56.455002,55.410999,55.823002,30764000
"Thursday, May 30, 2019",55.777,56.156502,55.605999,55.897499,19038000
"Friday, May 31, 2019",55.064499,55.48,55.008999,55.181499,30156000
"Monday, June 3, 2019",53.275002,53.275002,51.25,51.811501,102612000
"Tuesday, June 4, 2019",52.145,52.802502,51.684502,52.6525,56670000
"Wednesday, June 5, 2019",52.577,52.677502,51.524502,52.111,43368000
"Thursday, June 6, 2019",52.2495,52.3745,51.685001,52.216999,34064000
"Friday, June 7, 2019",52.531502,53.546001,52.419998,53.301998,36048000
"Monday, June 10, 2019",53.648998,54.632999,53.6161,54.019001,29284000
"Tuesday, June 11, 2019",54.699001,55.099499,53.88015,53.936001,28734000
"Wednesday, June 12, 2019",53.900002,54.046501,53.376999,53.851501,21220000
"Thursday, June 13, 2019",54.181999,54.7085,54.0075,54.438499,21154000
"Friday, June 14, 2019",54.320999,54.634499,54.008598,54.267502,22230000
"Monday, June 17, 2019",54.313999,54.959,54.313999,54.625,18832000
"Tuesday, June 18, 2019",55.484501,55.8195,54.949501,55.18,27734000
"Wednesday, June 19, 2019",55.279999,55.349998,54.674,55.116501,26776000
"Thursday, June 20, 2019",55.9995,56.006001,55.237,55.570999,25240000
"Friday, June 21, 2019",55.462002,56.205502,55.403999,56.094002,38952000
"Monday, June 24, 2019",55.980499,56.099998,55.550499,55.776001,27912000
"Tuesday, June 25, 2019",55.632999,55.717499,54.189999,54.317501,30938000
"Wednesday, June 26, 2019",54.325001,54.648499,53.612,53.990002,36218000
"Thursday, June 27, 2019",54.200001,54.355,53.7645,53.800499,20086000
"Friday, June 28, 2019",53.8195,54.049999,53.668499,54.045502,33864000
"Monday, July 1, 2019",54.900002,55.379002,54.68515,54.897499,28726000
"Tuesday, July 2, 2019",55.112,55.588501,54.908501,55.5625,19832000
"Wednesday, July 3, 2019",55.870499,56.338001,55.693001,56.078999,15340000
"Friday, July 5, 2019",55.889999,56.644001,55.806999,56.579498,25286000
"Monday, July 8, 2019",56.258499,56.299,55.560501,55.817501,24728000
"Tuesday, July 9, 2019",55.59,56.401249,55.358501,56.241501,26608000
"Wednesday, July 10, 2019",56.561001,57.102501,56.5485,57.023998,24190000
"Thursday, July 11, 2019",57.162498,57.6535,56.979,57.210499,23910000
"Friday, July 12, 2019",57.199501,57.367001,56.938999,57.244999,17280000
"Monday, July 15, 2019",57.342999,57.541,56.970001,57.516998,18076000
"Tuesday, July 16, 2019",57.299999,57.929001,57.25,57.679001,24776000
"Wednesday, July 17, 2019",57.5485,57.917999,57.288502,57.317501,23400000
"Thursday, July 18, 2019",57.087002,57.380249,56.636501,57.316502,25814000
"Friday, July 19, 2019",57.4095,57.556999,56.480999,56.505001,32944000
"Monday, July 22, 2019",56.672501,56.962502,56.212002,56.9035,26030000
"Tuesday, July 23, 2019",57.200001,57.345001,56.59,57.310501,21874000
"Wednesday, July 24, 2019",56.595001,57.200001,56.349499,56.890499,31796000
"Thursday, July 25, 2019",56.890999,57.084999,56.046001,56.605999,44196000
"Friday, July 26, 2019",61.202,63.2775,61.200001,62.5205,96116000
"Monday, July 29, 2019",62.052502,62.3685,61.411499,61.970501,44474000
"Tuesday, July 30, 2019",61.2705,61.7435,61.165001,61.257,29066000
"Wednesday, July 31, 2019",61.150002,61.700001,60.388199,60.834,34510000
"Thursday, August 1, 2019",60.7015,61.705502,60.285999,60.4505,33970000
"Friday, August 2, 2019",60.036999,60.345001,59.446999,59.699501,32902000
"Monday, August 5, 2019",58.501999,58.762001,57.007,57.616001,51950000
"Tuesday, August 6, 2019",58.165501,58.998001,58,58.497501,34188000
"Wednesday, August 7, 2019",57.799999,58.922249,57.481201,58.699501,28886000
"Thursday, August 8, 2019",59.141499,60.2505,58.651001,60.240002,29360000
"Friday, August 9, 2019",59.899502,60.194,59.180149,59.400501,21314000
"Monday, August 12, 2019",58.960499,59.248001,58.383598,58.7355,20060000
"Tuesday, August 13, 2019",58.573002,60.238998,58.573002,59.863499,25888000
"Wednesday, August 14, 2019",58.815498,59.115002,58.027,58.2145,31574000
"Thursday, August 15, 2019",58.174999,58.792,58.105499,58.362999,24374000
"Friday, August 16, 2019",58.977501,59.136002,58.5905,58.880001,26266000
"Monday, August 19, 2019",59.504501,60.349499,59.504501,59.922501,24632000
"Tuesday, August 20, 2019",59.762501,59.803001,59.105499,59.134499,18310000
"Wednesday, August 21, 2019",59.657501,59.950001,59.371498,59.5625,14814000
"Thursday, August 22, 2019",59.703499,59.9006,58.929001,59.476501,18950000
"Friday, August 23, 2019",59.099499,59.703999,57.387501,57.564499,33740000
"Monday, August 26, 2019",57.862999,58.473499,57.647999,58.4445,24522000
"Tuesday, August 27, 2019",59.026501,59.119999,58.072498,58.391998,21544000
"Wednesday, August 28, 2019",58.085499,58.820999,57.865002,58.550999,16040000
"Thursday, August 29, 2019",59.056,59.803001,59.056,59.642502,21768000
"Friday, August 30, 2019",59.924999,59.924999,59.190151,59.404999,22596000
"Tuesday, September 3, 2019",58.851501,59.344501,58.16,58.419498,29598000
"Wednesday, September 4, 2019",58.835499,59.174,58.549999,59.070499,21378000
"Thursday, September 5, 2019",59.5765,60.652,59.5765,60.569,28162000
"Friday, September 6, 2019",60.406502,60.60075,60.126099,60.246498,21442000
"Monday, September 9, 2019",60.200001,61,,60.220501,29438000
"Tuesday, September 10, 2019",59.7575,60.5,59.729,60.299999,25202000
"Wednesday, September 11, 2019",60.170502,61.130001,60.110001,61.008499,26140000
"Thursday, September 12, 2019",61.215,62.092999,61.151001,61.712502,34518000
"Friday, September 13, 2019",61.567501,62.043999,61.350498,61.978001,26028000
"Monday, September 16, 2019",61.476002,61.978001,61.280499,61.564999,21066000
"Tuesday, September 17, 2019",61.52,61.75,61.184502,61.4575,19102000
"Wednesday, September 18, 2019",61.3755,61.780499,60.8265,61.620499,22702000
"Thursday, September 19, 2019",61.603001,62.222,61.601002,61.935501,19920000
"Friday, September 20, 2019",61.655998,62.166,61.153999,61.496498,45400000
"Monday, September 23, 2019",61.299999,61.954498,61.2085,61.7015,21248000
"Tuesday, September 24, 2019",62,62.337002,60.534,60.938,31664000
"Wednesday, September 25, 2019",60.791,62.415001,60.504501,62.326,29060000
"Thursday, September 26, 2019",62.098,62.25,61.6134,62.0695,30760000
"Friday, September 27, 2019",62.150501,62.201,60.7225,61.254501,27078000
"Monday, September 30, 2019",61.0485,61.299999,60.615002,60.950001,28082000
"Tuesday, October 1, 2019",60.950001,61.561501,60.179001,60.255001,25470000
"Wednesday, October 2, 2019",59.848999,59.848999,58.564499,58.831501,32302000
"Thursday, October 3, 2019",59,59.452999,58.121498,59.391499,32424000
"Friday, October 4, 2019",59.594501,60.571999,59.4585,60.450001,23248000
"Monday, October 7, 2019",60.220001,60.910198,60.1875,60.383999,16858000
"Tuesday, October 8, 2019",59.879501,60.304001,59.4505,59.456501,20786000
"Wednesday, October 9, 2019",59.967499,60.4175,59.8815,60.115501,17354000
"Thursday, October 10, 2019",59.929001,60.75,59.867001,60.433498,16932000
"Friday, October 11, 2019",61.1105,61.419498,60.687,60.772499,25454000
"Monday, October 14, 2019",60.617001,61.316502,60.588001,60.856998,17350000
"Tuesday, October 15, 2019",61.02,62.366501,61.02,62.150501,27634000
"Wednesday, October 16, 2019",62.058498,62.737,61.922501,62.181999,21892000
"Thursday, October 17, 2019",62.546501,63.166248,62.497002,62.6535,19048000
"Friday, October 18, 2019",62.673,62.9445,62.054001,62.274502,27056000
"Monday, October 21, 2019",62.612999,62.731449,62.029999,62.307499,20544000
"Tuesday, October 22, 2019",62.392502,62.529999,62.069,62.139999,20476000
"Wednesday, October 23, 2019",62.118,62.994499,62.118,62.956501,18230000
"Thursday, October 24, 2019",63.044998,63.200001,62.685749,63.0495,20562000
"Friday, October 25, 2019",62.551498,63.48,62.5005,63.2565,24262000
"Monday, October 28, 2019",63.772499,64.9655,63.626999,64.5,52264000
"Tuesday, October 29, 2019",63.811501,64.079498,62.8606,63.131001,37728000
"Wednesday, October 30, 2019",62.648499,63.467999,62.599998,63.064499,28178000
"Thursday, October 31, 2019",63.063999,63.383499,62.542149,63.005501,29114000
"Friday, November 1, 2019",63.25,63.730999,63.025002,63.687,33402000
"Monday, November 4, 2019",63.822498,64.706497,63.817749,64.568497,30020000
"Tuesday, November 5, 2019",64.644501,64.946503,64.561447,64.601501,25654000
"Wednesday, November 6, 2019",64.473,64.686501,64.125,64.589996,23060000
"Thursday, November 7, 2019",64.713997,66.186996,64.71225,65.443001,40600000
"Friday, November 8, 2019",65.264,65.900002,65.218246,65.568497,25028000
"Monday, November 11, 2019",65.158997,65.321251,64.870499,64.959503,20238000
"Tuesday, November 12, 2019",65,65.5,64.788498,64.940002,21718000
"Wednesday, November 13, 2019",64.703499,65.214996,64.675499,64.900002,16534000
"Thursday, November 14, 2019",64.875,65.849998,64.782501,65.572998,23870000
"Friday, November 15, 2019",65.946999,66.744003,65.713997,66.7435,35652000
"Monday, November 18, 2019",66.611,66.776451,65.875,66.035004,29748000
"Tuesday, November 19, 2019",66.385002,66.385002,65.639999,65.773003,25384000
"Wednesday, November 20, 2019",65.586998,65.75,64.557503,65.152496,26172000
"Thursday, November 21, 2019",65.073997,65.629501,64.650002,65.067497,19910000
"Friday, November 22, 2019",65.280998,65.436501,64.570503,64.766998,27714000
"Monday, November 25, 2019",64.959,65.565498,64.906502,,20724000
"Tuesday, November 26, 2019",65.492996,65.739998,65.254501,65.677498,21394000
"Wednesday, November 27, 2019",65.75,65.917999,65.481499,65.649498,19912000
"Friday, November 29, 2019",65.356003,65.510246,65.198502,65.248001,11740000
"Monday, December 2, 2019",65.050003,65.291496,64.050003,64.496002,30218000
"Tuesday, December 3, 2019",63.9785,64.92305,63.950001,64.764,22876000
"Wednesday, December 4, 2019",65.350502,66.290001,65.2435,66.027,30750000
"Thursday, December 5, 2019",66.400002,66.467903,65.821999,66.406502,24254000
"Friday, December 6, 2019",66.671997,67.199997,66.671997,67.030998,26296000
"Monday, December 9, 2019",66.902,67.972504,66.891998,67.178001,27086000
"Tuesday, December 10, 2019",67.074997,67.498749,66.802002,67.233002,21882000
"Wednesday, December 11, 2019",67.542,67.559998,67.133499,67.250999,17008000
"Thursday, December 12, 2019",67.296997,67.78875,67.025002,67.513496,25620000
"Friday, December 13, 2019",67.397499,67.654648,67.193497,67.391502,30992000
"Monday, December 16, 2019",67.824997,68.234001,67.633499,68.058502,27946000
